source_id,research_question,mechanism,method,main_findings,mathematics,limitations,implementation_details,supports,weakens,math_relevance,verification,review_status,evidence_confidence
smith-2006-optimizers-curse,Why is the estimated value of the selected best alternative systematically too optimistic even when each estimate is unbiased?,Taking an argmax over noisy estimates selects both signal and favorable estimation error; Bayesian shrinkage is proposed as disciplined post-selection skepticism.,"General proposition under conditional unbiasedness, illustrative analytic examples, and decision-analysis simulations.",The selected estimate weakly overstates the selected alternative's true value in expectation; the inequality is strict whenever a wrong alternative can be selected. || Dependence changes magnitude but not the proposition's sign under its assumptions.,"If E[V_i | mu_1,...,mu_n]=mu_i and i*=argmax_i V_i, Proposition 1 gives E[mu_{i*}-V_{i*}]<=0, strictly below zero if misselection has positive probability. No independence or Gaussian assumption is required for the sign.",The theorem gives no universal magnitude; conditional unbiasedness can fail; true values and evaluation noise may drift; Bayesian correction depends on a credible prior and likelihood.,"Report post-selection uncertainty, use a fresh gate or hierarchical shrinkage for the promoted harness, and model correlation rather than multiplying an iid winner's-curse formula.",Best-of-many evaluator gains require correction even when every fixed candidate score is unbiased.,"The claim that unbiased benchmark scores remain unbiased after selecting their maximum, while also weakening the overclaim that all selection optimism has the same size.",Supplies the minimal sign theorem for evaluator overoptimization and distinguishes it from stronger distribution-specific bounds.,"Local PDF pp. 1-4, conditional-unbiasedness setup and Proposition 1; dependence examples and Bayesian remedies checked.",skimmed,high
solar-lezama-2006-sketch,Can a programmer specify a finite program family with holes and automatically synthesize a completion satisfying assertions?,Sketches leave unknown constants or expressions; counterexample-guided inductive synthesis reduces finite candidate search and verification to Boolean constraints.,"Language and solver design with combinatorial synthesis, formal finite-program semantics, and systems experiments on implementation sketches.","For the encoded finite search space, the solver can return a completion satisfying the formal assertions or establish failure relative to the bounded encoding. || The practical contribution is a restricted synthesis architecture; it does not prove that assertions capture open-world intent.","A sketch denotes candidates p(theta) for finite hole assignment theta; synthesis seeks exists theta forall x: phi(p(theta),x). CEGIS alternates a finite-example synthesis query with a verification query that finds x violating phi; finite exhaustive encodings give relative completeness.","Finite bounds, solver scalability, and specification quality limit the result; undefined behavior, external tools, concurrency, and natural-language requirements can fall outside the semantics; a satisfying program may exploit a specification hole.","Define a small harness-edit DSL, state invariants independently of candidate generation, use counterexamples to refine edits, and reject when the solver cannot prove the bounded obligation.",Self-improvement can be made verifiable by restricting the change language and separating synthesis from checking.,The claim that tests or solver success establish unrestricted semantic correctness of an arbitrary generated harness.,Provides the quantified synthesis form and proof-gate architecture used in the proposed context-compiler package.,"Local PDF language/semantics and solver sections, CEGIS architecture, finite Boolean encoding, and evaluation examples checked.",skimmed,high
alur-2013-sygus,How should program synthesis be formalized when the implementation must come from a user-specified syntactic language?,Syntax-Guided Synthesis combines a semantic specification in theory T with a grammar G that restricts admissible implementations and supports solver competition formats.,"Formal problem definition, decidability and complexity analysis for selected grammar-theory fragments, and prototype solver comparisons.","SyGuS cleanly separates what a candidate must satisfy from the language in which it may be expressed. || Soundness is relative to the theory, grammar, and verifier; general SyGuS is not uniformly decidable or efficiently solvable.","Given specification phi(f,x) and grammar language L(G), solve exists e in L(G) forall x: T models phi[e/f]. CEGIS is one realization; completeness and complexity depend on T and G rather than following from the syntax-guided label alone.",The grammar can omit useful updates or encode dangerous ones; decidable fragments may be too weak; a formally valid specification can be behaviorally wrong; solver termination is fragment-dependent.,"Version the grammar and theory as part of the harness, make the verifier independent of the proposal model, and record whether rejection means false, unsatisfiable, or unknown.","A fixed-capacity, proof-gated context compiler can be defined as a SyGuS problem over a bounded rule language.",The claim that constrained generation alone proves safety or that a language-model-generated proof substitutes for a sound checker.,Gives the exact restricted-program-search quantifiers needed to state a defensible synthesis guarantee.,"Local PDF pp. 1-3 problem definition and examples, decidability/complexity sections, and solver architecture checked.",skimmed,high
hardt-2014-adaptive-hardness,Are there computational limits to answering a very large number of adversarially adaptive statistical queries from one finite sample?,An adaptive analyst uses fingerprinting-code-style attacks to reconstruct enough information about the sample to force inaccurate answers; cryptographic assumptions make the attack compatible with computationally bounded oracles.,Worst-case complexity-theoretic lower bounds for interactive statistical-query answering.,"Assuming one-way functions, no computationally efficient oracle with n samples can accurately answer on the order of n^{3+o(1)} adversarial adaptive statistical queries in the paper's regime. || The result rules out unlimited efficient reuse in a formal worst case, not a practical numerical limit for benign LLM harness search.","The formal game uses bounded statistical queries q:X->[0,1], constant target accuracy and failure probability, an adaptive polynomial-time analyst, and a cryptographic hardness assumption. The lower bound complements mechanisms supporting roughly quadratic query counts in related regimes.",Conditional on cryptography and worst-case adversaries; constants and exponents do not translate directly to benchmark submissions; queries are statistical functions rather than arbitrary stateful code execution; benign analysts may overfit much less.,"Treat protected-evaluator reuse as a finite resource, rotate or refresh audit tasks, and do not infer safety from an inability to observe current overfitting.",There are principled computational barriers to a universally reusable exact evaluator under adaptivity.,The claim that enough mechanism engineering can make one finite benchmark answer arbitrarily many rich adaptive questions with unchanged validity.,"Provides a negative boundary that motivates finite feedback budgets, fresh data, and explicit gaps rather than universal reusable-holdout promises.","Local PDF theorem statements, fingerprinting reduction overview, computational assumptions, and discussion of the n^{3+o(1)} barrier checked.",skimmed,high
russo-2016-adaptive-bias,How can expected selection bias from adaptive data exploration be bounded by the information used to choose the reported statistic?,Mutual information between selected index T and the vector of realized statistics quantifies how strongly selection depends on their noise.,"Information-theoretic upper bounds, matching Gaussian examples, extensions, and simulations for adaptive selection.","Expected bias is controlled by the square root of mutual information, with a matching natural model showing the dependence is tight up to constants. || Selecting among m possibilities gives a log m ceiling, but the theorem is an expectation bound rather than a one-run high-probability certificate.","Proposition 1: if every phi_i-mu_i is sigma-sub-Gaussian, |E[phi_T]-E[mu_T]| <= sigma sqrt(2 I(T;phi)). For averages of n iid sigma-sub-Gaussian observations, the right side is sigma sqrt(2I/n); since I<=H(T)<=log m, it is at most sigma sqrt(2log(m)/n).",Mutual information may be hard to compute; expectation control can hide tail risk; the finite-index corollary does not directly cover open-ended program synthesis; sub-Gaussian and iid assumptions need checking.,"Limit score precision and diagnostics, estimate or upper-bound transcript information, cap the candidate family, and retain a high-probability outer validation gate.",Evaluator leakage and candidate multiplicity have a quantitative bias cost even when the adaptive algorithm is otherwise arbitrary.,The claim that the number of visible iterations alone determines bias or that the square-root formula is automatically a high-probability correction.,Provides the cleanest information-usage estimator for expected adaptive optimism and links feedback design to sample size.,"Local PDF Proposition 1 on pp. 2-3, iid corollary, matching lower bound, and information-budget discussion checked.",skimmed,high
jamieson-2016-successive-halving,How should a fixed evaluation budget be allocated among candidates whose observed losses converge nonstochastically toward final values?,Successive Halving evaluates all surviving arms at increasing budgets and repeatedly eliminates the worse half; a doubling wrapper removes the need to know the sufficient budget.,"Deterministic best-arm-identification theory for fixed arms with arbitrary, possibly nonmonotone, convergent loss sequences, plus hyperparameter-optimization examples.",Successive Halving returns the best fixed arm once budget exceeds a gap-and-convergence threshold. || Early elimination is justified only when each candidate has a valid convergence envelope; adaptive candidate invention is outside the theorem.,"Let nu_i=lim_t l_{i,t}, nu_1<nu_2<=...<=nu_n, gamma_bar(t)=max_i gamma_i(t), and gamma_bar^{-1}(a)=min{t:gamma_bar(t)<=a}. Theorem 1 requires B>z_SH=2ceil(log_2 n) max_{2<=i<=n} i[1+gamma_bar^{-1}((nu_i-nu_1)/2)]; doubling uses at most a constant-factor overhead.","Candidates must be fixed, final losses must exist, and useful envelopes are usually unknown; rank reversals can eliminate the best arm; shared caches, correlated candidates, and adaptive generation are not represented.","Use for a frozen batch of harness candidates, define fidelity as tasks or rollout budget, audit ranking stability, and keep a final full-budget reevaluation of survivors.",Multi-fidelity evaluation can reduce candidate-search cost when early scores have a defensible relation to final loss.,The claim that low-budget benchmark performance safely eliminates arbitrary evolving agent designs.,"Provides a sufficient cost threshold in terms of candidate gaps and convergence speed, enabling power and budget calculations.","Local PDF Section 3.1, Theorem 1 and z_SH on pp. 3-4, doubling guarantee, and anytime fallback discussion checked.",skimmed,high
everitt-2016-self-modification,Under what decision-theoretic value definitions does a perfectly rational agent preserve its policy or utility objective when it can self-modify?,"A realistic value function anticipates future modifications and judges them with the current or initial utility, under modification-independent beliefs and utility.","Formal cybernetic model of policy and utility modification with theorem comparisons among realistic, ignorant, and hedonistic agents.","Theorem 16 makes all future realized policies on-policy optimal for the initial realistic value under modification independence. || Other value definitions admit harmful modifications, and even the realistic result does not solve corrigibility, value learning, or exploration.","With modification-independent belief rho and initial utility u_1, a policy initially optimal for V_1^re induces future policies pi_t that are Q_1^re-optimal along histories actually generated by the policy. The guarantee is on-policy and assumes ideal optimization and the paper's self-modification semantics.",Ideal rationality and correct beliefs are strong; off-policy actions can be bad; current-utility preservation can resist correction of a misspecified objective; observation or reward corruption and bounded computation are not handled.,"Keep the promotion objective external and immutable, evaluate proposed future behavior using the incumbent objective, and add off-policy, corrigibility, and distribution-shift tests rather than citing goal preservation alone.",A self-change should be evaluated using a stable pre-change objective while accounting for the behavior of the changed future policy.,The claim that rational self-modification is generally harmless or aligned in realistic bounded agents.,Supplies a positive invariance theorem whose assumptions can be directly contrasted with bounded-rational counterexamples.,"Local PDF Theorems 14-16 on pp. 9-12, on-policy qualification, and corrigibility/value-learning/exploration limitations checked.",skimmed,high
taylor-2020-bounded-rational-self-modification,"Does the harmless-self-modification result survive bounded optimization, utility error, belief error, or discount error?","The Everitt-style self-modification model is perturbed by bounded optimization or bounded knowledge errors, and worst-case value loss is tracked over time.",Worst-case upper bounds with matching lower constructions up to constants for four bounded-rationality models in an infinite discounted setting.,"A self-modifying epsilon-optimizer can suffer value loss growing exponentially with time until it reaches the total discounted-value ceiling. || Bounded utility, belief, or discount misspecification alone does not compound in the same way when optimization remains perfect, though each causes bounded loss.","Theorem 7 gives the worst-case scale f_opt^t(epsilon,gamma)=min{epsilon/gamma^{t-1},1/(1-gamma)} up to the paper's matching-constant lower bound. Other reported scales include f_util=2epsilon/(1-gamma); assumptions include instantaneous utility in [0,1], exponential discount gamma, modification independence, a dualistic agent, unlimited self-modification, and worst-case analysis.",The error model is a uniform bound rather than a realistic distribution; unlimited self-modification and infinite discounted horizons are stylized; results are worst case and do not predict typical LLM behavior; no corrigibility mechanism is modeled.,"Measure per-update optimization error, limit edit scope and horizon, retain external rollback, and test whether small local mistakes compound across generations rather than assuming rational invariance.",Bounded search can turn individually small decision errors into large long-run self-modification loss.,The claim that the perfect-rationality invariance theorem degrades smoothly or negligibly when an agent is only approximately optimal.,Provides an explicit time-horizon growth law and a countermodel for any monotone self-improvement theorem lacking an exact promotion gate.,"Local PDF abstract and Sections 1.1-2, Theorem 7 summary and assumptions, plus bounded-knowledge results in Sections 5.2-5.3 checked.",skimmed,high
wang-2025-statistical-limits,"When is the family of predictors reachable by a self-improving agent distribution-free learnable, and how can accepted edits be made monotone?",The analysis treats all policy-reachable hypotheses as one envelope; a capacity gate confines candidates to a fixed VC-bounded family and an independent validation gate requires a margin above uniform error.,"Formal PAC and VC analysis of representational, architectural, metacognitive, and algorithmic self-modification; the key finite-sample result is a two-gate construction.","Under the paper's assumptions, the reachable envelope is distribution-free PAC learnable iff it has finite VC dimension. || If both incumbent and candidate stay in a fixed capped envelope and validation improves by 2epsilon_V+tau, every accepted edit lowers true risk by at least tau; capacity of each individual architecture is insufficient unless the union is bounded.","Theorem 1 gives the finite-VC boundary for G_reach. Theorem 2 and Corollary 5 use sup_{h in G_K}|R(h)-Rhat_V(h)|<=epsilon_V and accept when Rhat_V(h_new)<=Rhat_V(h_old)-(2epsilon_V+tau), yielding R(h_new)<=R(h_old)-tau and terminal excess risk O_tilde(sqrt[(K(m)+log(1/delta))/m]). Assumptions include iid fixed D, independent train and validation sets, bounded 0-1 loss, an ex-ante envelope, and gate integrity.",The core proof is standard uniform convergence applied to a union; defining a nonvacuous computable capacity proxy for real harness programs is unresolved; expanding or tuning the envelope on validation breaks the argument; distribution shift and evaluator misspecification remain; publication metadata currently conflict.,"Make the reachable class explicit before validation, protect the gate from self-editing, include rejected candidates in the envelope, use a margin above two-sided uniform error, and audit on a locked set.",A modest fixed-capacity self-improvement theorem can guarantee monotone population risk for accepted edits.,"The claim that an open-ended generator inherits the guarantee, that pointwise component capacity bounds the reachable union, or that a validation margin protects a mutable gate.",Provides the closest literature theorem to a fixed-class context-compiler promotion rule and identifies the remaining mathematical gap as capacity certification.,"Local PDF Theorem 1 on pp. 7-9, Theorem 2 and Corollary 5 on pp. 7-10, gate-integrity discussion, and full proof on pp. 20-23 checked; PDF says TMLR 08/2026 while catalog status is preprint.",skimmed,medium
chen-2023-autoagents,Can a fixed meta-pipeline dynamically create specialized agents and an execution plan for each user task?,"A planner generates roles and plans; Agent, Plan, and Action Observers critique the proposed team and monitor execution inside a hand-designed outer controller.","AutoAgents uses GPT-4-0613 for dynamic role generation, planning, observation, and execution; it evaluates open-domain QA and creative tasks with LM and human preferences plus a small observer ablation.","Table 2 reports 76.3% LM-judge and 62.5% human preference over a GPT-4 baseline on open QA; creative versus standard settings are 82.0/85.3 versus 74.6/77.0. || The observer ablation uses only n=20 and reports full 90 versus 87–89 without individual observers, with no uncertainty, so it does not establish distinct causal value for each role.","The pipeline performs sequential conditional generation under a fixed control graph; preference rates are sample proportions, but confidence intervals, inter-rater models, and equal-call cost normalization are absent.","Every component uses the same GPT-4 version, agent count and calls exceed the baseline, subjective judging may share model bias, the outer template is human-written, and the ablation sample is tiny.","Generate a role roster and plan from the task, run specialized agents, have three observer roles critique agents/plans/actions, revise when triggered, and aggregate a final answer under a fixed controller.",Task-conditioned team composition and runtime oversight are practical harness mechanisms.,Dynamic role names and positive preferences do not show autonomous architecture discovery or improvement after accounting for extra GPT-4 calls.,Preference-rate uncertainty and factorial observer ablations are the natural mathematical analyses missing from the reported study.,"Local PDF architecture, experimental protocol, Table 2, creative comparison, n=20 observer ablation, and limitations were checked; preference trials were not replicated.",skimmed,medium
yang-2024-agentoccam,How much agent performance can be gained from a simple observation/action-aligned scaffold rather than elaborate planning or multi-agent machinery?,"A compact policy filters observations, aligns available actions with the environment, and applies domain-specific execution heuristics without demonstrations, role-play, or online workflow search.","AgentOccam is hand-designed and evaluated on WebArena and WebVoyager against complex agents, with deterministic and comparable plain-agent baselines intended to isolate scaffold simplicity.","The abstract reports +9.8 absolute WebArena points over the previous state of the art and +26.6 points over comparable plain agents; WebVoyager improves +2.4 under deterministic evaluation. || These gains come from a domain-specific static scaffold rather than self-building search, providing decisive counterevidence to the presumption that more agents, reflection, or evolutionary machinery are necessary.","The study estimates simple score differences under fixed policies; there is no architecture-search objective or theorem, but it supplies a low-complexity control for comparing marginal harness value.","Hand-engineered for web interaction, benchmark-specific observation/action alignment may not transfer, compute equivalence to every automated method is incomplete, and static heuristics do not address continual adaptation.","Prune irrelevant page observations, expose a constrained action representation aligned to the environment, use a concise execution loop and error handling, and avoid extra planning/persona modules.",Careful interface and state design can dominate nominally sophisticated orchestration.,Weakens complexity and self-improvement narratives: a simple static scaffold can beat elaborate agents without search or multiple roles.,"Defines an essential simplicity baseline and motivates regularizing utility by calls, tokens, latency, and description length.","Local PDF abstract, design sections, WebArena/WebVoyager tables, comparable-agent discussion, ablations, and limitations were checked; no benchmark rerun was performed.",skimmed,high
saad-falcon-2024-archon,Can inference-time architectures that combine several models and critique/ranking layers be optimized automatically under quality and cost budgets?,"Archon composes generation, ranking, critique, verification, and fusion layers with model assignments, then uses Bayesian optimization to search architecture and budget choices.","The study evaluates many candidate Archon configurations across instruction-following and reasoning benchmarks, constructs quality-cost Pareto fronts, and compares optimized systems with frontier single-model calls.","The abstract reports an average +15.1% over models including o1, GPT-4o, and Claude 3.5 in the authors’ evaluation and presents Pareto-efficient quality/cost configurations. || The aggregate combines different tasks, model pools, and call counts; optimization is offline and benchmark-specific, so it does not identify a portable architecture effect or show that gains persist after total search cost is charged.","Bayesian optimization models utility f(a) over discrete layered architectures a and selects evaluations with an acquisition function subject to token, latency, or dollar budgets; no global optimum or generalization guarantee is supplied.","Multiple proprietary model backbones and extra samples confound harness versus model effects, benchmark-specific offline search can overfit, aggregate improvement is hard to interpret, and reproducibility depends on changing APIs.","Enumerate allowed layer types and model pools, evaluate initial architectures, fit a surrogate, propose budget-feasible layer/model combinations, retain the quality-cost Pareto set, and deploy a selected stack.",Model routing and critic/fusion structure can be optimized as harness variables with explicit budget constraints.,"A multi-model ensemble’s gain is not proof that the orchestration is intrinsically better than equal-cost sampling, and benchmark-specific selection may not transfer.",A concrete constrained Bayesian-optimization and Pareto-front formulation for inference-time harness design.,"Local PDF abstract, architecture/search description, main performance tables, Pareto analyses, budget studies, and limitations were checked; the +15.1% is source-reported, not independently pooled.",skimmed,medium
dang-2025-evolving-orchestration,Can policy-gradient learning adapt multi-agent orchestration while penalizing execution cost?,"A controller chooses which model/role acts and how messages flow at each step, receiving terminal task reward minus a weighted communication/inference cost.","The paper trains orchestration policies with REINFORCE on Mimas and Titan configurations, comparing fixed, monolithic, and heterogeneous model pools and reporting task-level and aggregate changes.","Table 1 reports Mimas heterogeneous 0.6273→0.6324, only +0.0051, while monolithic rises 0.5068→0.6147; Titan heterogeneous rises 0.6893→0.7731 and monolithic 0.6671→0.7453. || Some task cells regress, including Mimas GSM 0.56→0.54 and SRDD 0.6653→0.6266, so average improvement does not imply safe per-task updates.","Actions follow a_t~pi_theta(S_t,tau), with return R-lambda C_T and a likelihood-ratio estimator sum_t grad log pi_theta(a_t|S_t) times return; variance and distribution shift are not theoretically controlled.","Reward scales and lambda determine behavior, REINFORCE is noisy, pools and budgets differ, some cells regress, and the learned policy is tested on a limited benchmark mix rather than long-lived deployment.","Encode orchestration state and candidate agents, sample routing/role decisions stepwise, execute the team, measure terminal quality and cumulative cost, and update controller parameters from trajectory returns.",Orchestration itself can be learned and cost regularization can be built into the optimization objective.,Weakens monotonic self-improvement claims because aggregate wins conceal negative task cells and the heterogeneous-pool effect can be tiny.,Supplies an explicit constrained-return objective and policy-gradient estimator suitable for variance and safe-improvement analysis.,"Local PDF objective and estimator equations, Table 1, task-level breakdown, cost ablations, and limitations were checked; no training run was replicated.",skimmed,high
zhang-2025-swarmagentic,Can particle-swarm-inspired natural-language search optimize agent roles and collaboration structures efficiently?,"Each particle encodes an agentic design in language; LM-generated velocity/update instructions combine personal-best and global-best designs, followed by benchmark fitness selection.","SwarmAgentic runs five particles for ten iterations, jointly edits agents and collaboration, and compares against manual agents and ADAS on reasoning and TravelPlanner while reporting training and deployment costs.","TravelPlanner Table 2 reports final scores 3.3/32.2 for SwarmAgentic versus 1.1/8.9 for ADAS under GPT-3.5/GPT-4o settings; the advertised 261.8% relative gain is inflated by the tiny 8.9 comparator. || Table 6 reports training cost $8.74 versus ADAS $11.10 and per-task validation/inference $0.567 versus $1.11, but only five-by-ten search and handcrafted language encodings are tested.","The update borrows PSO structure x_i^{t+1}=LanguageUpdate(x_i^t,p_i^best,g^best), but positions and velocities are textual and lack metric/vector-space PSO convergence guarantees.","Relative percentages exaggerate low baselines, LLM mutations can hallucinate incompatible designs, representations are hand-authored, comparisons may not equalize calls, and no independent seeds or sealed transfer establish robustness.","Maintain a population of textual agent/workflow specs, evaluate fitness, store each particle’s best and the global best, prompt an LM to synthesize the next design from these exemplars, and iterate.",Population diversity and shared discoveries can guide low-cost search over jointly specified agents and collaboration.,"The PSO label is metaphorical, and spectacular relative gains need absolute-score and budget context.",Useful for studying population search in a nonmetric language space and for demanding appropriate baselines for percent improvement.,"Local PDF algorithm, TravelPlanner Table 2, cost Table 6, benchmark setup, ablations, and limitations were checked; scores and costs were not reproduced.",skimmed,high
wang-2025-evoagentx,Can one framework expose several automated workflow optimizers over a common multi-agent runtime?,"A modular platform represents agents, workflows, evaluators, and optimizer adapters, allowing TextGrad-, AFlow-, and MIPRO-style optimization over the same application layer.","EvoAgentX implements a shared workflow runtime and evaluates original workflows versus three integrated optimizers on HotPotQA, MBPP, and MATH.","Table 2 reports original 63.58/69/66 on HotPotQA/MBPP/MATH; TextGrad 71.02/71/76, AFlow 65.09/79/71, and MIPRO 69.16/68/72.3. || No optimizer wins all tasks—TextGrad leads HotPotQA and MATH while AFlow leads MBPP, and MIPRO regresses MBPP from 69 to 68—so the evidence favors conditional optimizer choice rather than a universal method.","Each backend solves a different black-box objective over prompts or workflow graphs; the platform does not introduce a unified estimator, convergence theorem, or statistically powered selector among them.","System/demo paper, few tasks, optimizer budgets and editable spaces differ, variance is sparse, and a common runtime does not make performance comparisons strictly causal.","Define workflow components behind stable interfaces, attach an evaluator, select an optimizer adapter, run candidate generation/evaluation, save the best configuration, and execute it in the shared runtime.",Interoperable representations make harness optimization modular and empirically show that optimizer-task fit matters.,Weakens one-size-fits-all optimizer claims because every integrated method has a different winning and losing profile.,"Motivates a contextual bandit or algorithm-selection layer over heterogeneous optimizers, although the paper does not build one.","Local PDF platform architecture, optimizer adapters, Table 2, examples, and limitations were checked; source results were not rerun.",skimmed,medium
tang-2025-autoagent,"Can agents, tools, and workflows be generated and modified directly in natural language without users writing orchestration code?","A central natural-language programming agent invokes meta-tools to create XML-specified tools, agents, and workflows, then uses self-play, execution feedback, editing, and debugging.","AutoAgent builds components from user requests and environment descriptions, tests generated artifacts, and evaluates GAIA, retrieval-augmented generation, and a majority-vote workflow against agent frameworks and proprietary systems.","GAIA Table 1 reports 55.15 for AutoAgent versus proprietary h2oGPTe 63.64, supporting the narrower claim of top open-source performance rather than overall state of the art; RAG reports 73.51 versus LangChain 62.83. || A generated majority workflow reaches 75.6 versus its best component 74.2, only +1.4 points with extra calls, and the paper states it does not systematically evaluate the central natural-language programming mechanism.",Artifact creation is a constrained program-synthesis map from natural language to XML/runtime objects; majority voting estimates a modal answer but no equal-cost statistical test or synthesis correctness theorem is supplied.,"Findings ACL 2026 paper with changing external comparisons, no comprehensive evaluation of the core editor, unequal calls in workflows, generated-code/tool security risks, and possible benchmark-specific manual intervention.","Expose create/edit/debug commands for tools, agents, and XML workflows; generate definitions in natural language, run smoke tests and self-play, repair failures, register artifacts, and compose them at runtime.",Natural-language meta-tools can lower the barrier to creating and persisting harness components.,Weakens claims of fully automatic design: the overall GAIA system trails a proprietary comparator and the isolated orchestration gain is small and compute-confounded.,Raises formal program-validity and voting-cost questions but contributes no theorem; useful as an implementation architecture rather than an estimator.,"Local PDF system design, Tables 1 and RAG/majority results, stated evaluation scope, case studies, and limitations were checked; no generated agent was rerun.",skimmed,medium
zhao-2025-a2flow,Can workflow search improve by first mining reusable operators from expert demonstrations?,"An operator miner turns expert traces into parameterized modules with prompt, memory, and function structure; AFlow then searches compositions of those modules.","A2Flow extracts and validates operators from demonstrations, instantiates them as o_k=f_k(input,P,M), runs workflow search, and evaluates general reasoning, code, and embodied tasks against AFlow and other baselines.","The abstract reports +2.4 points on general tasks, +19.3 on embodied tasks, and 37% lower resource use; relative to AFlow it reports +4.5 on DROP and +4.1 on MATH, with HumanEval an exception. || Because operators are mined from expert demonstrations and search cost is excluded from runtime efficiency, the result is guided library construction rather than from-scratch self-building.","Operators are functions o_k=f_k(x,P_k,M_k), and workflow search maximizes empirical task score over their compositions; no bound connects demonstration coverage to operator completeness or out-of-sample gain.","Expert demonstrations and human-chosen extraction schemas carry substantial prior knowledge, one benchmark exception is reported, offline mining/search cost is not fully amortized, and transfer beyond the benchmark families is limited.","Parse expert trajectories into reusable operator candidates, validate and deduplicate them, expose a typed operator library, run AFlow-style composition search, and deploy the selected workflow.",Reusable mid-level operators can make architecture search more effective and resource-efficient than a fixed generic vocabulary.,"Weakens claims that workflow optimizers discover capabilities autonomously; expert traces and library quality are load-bearing, and improvement is not universal.",Suggests a two-stage optimization with library-estimation error plus composition-search error and an explicit amortization problem.,"Local PDF formal operator definition, extraction/search algorithms, main result tables, AFlow comparisons including HumanEval, resource analysis, and limitations were checked; no replication was run.",skimmed,high
lou-2026-autoharness,Can an LM synthesize an environment-specific action harness that guarantees legal interaction and improves a cheaper model’s gameplay?,A Thompson-sampling tree search generates executable harness code from environment feedback; a rejection filter discards candidates producing invalid actions before persistent deployment.,"AutoHarness builds one text-game harness per environment, tests generated programs across long rollouts and seeds, and compares Flash plus harness with stronger models on 32 two-player and additional single-player TextArena games.","The paper reports 100% legal actions on novel 1,000-step rollouts over ten seeds after an average 14.5 search iterations; on 32 two-player games Flash+harness wins 9/16 against Pro and scores 56.3 versus 38.2 overall, while one-player reward is 0.745 versus Pro 0.707 and Flash 0.673. || In the harness-as-policy comparison it reports 0.870 versus GPT-5.2-High 0.844, yet head-to-head outcomes are only 3 wins/8 ties versus GPT’s 5 wins, with unequal repetitions and one harness per game.","Search maintains a posterior or empirical success estimate for tree nodes and uses Thompson sampling to allocate expansions; validity is a hard acceptance predicate, but no posterior-correctness or generalization guarantee follows from the generated tests.","2026 preprint; narrow text-game setting, per-environment harnesses, unequal replication and inference budgets, code-generation safety, no cross-game persistent transfer, and ambiguous aggregate versus head-to-head conclusions.","Generate environment wrapper/policy code, execute candidate tests, reject any invalid-action program, update tree-node statistics from scores, sample expansions with Thompson sampling, and freeze a successful harness for later model calls.",Automated environment adapters can enforce syntax/legality and let a cheaper fixed model compete with a stronger one.,Weakens model-substitution headlines because pairwise wins do not match the aggregate reward ordering and each harness is specialized to one game.,Combines Bayesian search allocation with a hard safety/validity constraint; multiple-comparison and hierarchical game-level uncertainty remain open.,"Local PDF algorithm, legality experiment, two-player and single-player tables, harness-as-policy comparison, search-iteration statistics, and limitations were checked; games were not rerun.",skimmed,medium
yang-2026-evotool,Can execution feedback localize which part of a tool-use agent should mutate and preserve diverse task-specific winners?,Four fixed modules are evolved through blame-aware mutation; an instance-win archive retains candidates that solve complementary validation examples instead of only the highest mean scorer.,"EVOTOOL logs trajectories, asks a critic to assign module blame, mutates the selected prompt/policy, scores candidates, and uses diversity-aware selection across tool-use benchmarks and executor backbones.","Table 1 reports GPT-4.1 70.6 versus DRAFT 64.9, +5.7 points, and Qwen-8B 57.0 versus 51.8, +5.2; Table 2 reports Qwen static 48.6, random mutation 39.5, monolithic mutation 49.1, and full EVOTOOL 57.0. || These ablations support localized/diverse search, but there are no confidence intervals and LM-assigned blame is not validated against causal module interventions.","The agent is a composition Pi of four modules; optimization maximizes empirical reward while archive coverage counts per-instance wins, a discrete multiobjective heuristic without convergence or safe-improvement guarantees.","ACL 2026 but recent; fixed four-module scaffold limits generality, evaluator and blame model can share bias, exact search costs and seeds are incomplete, and instance-level selection can overfit validation items.","Store module prompts separately, trace inputs/outputs, generate a blamed component and mutation, run each candidate, retain designs with novel per-instance wins, and deploy an archive-selected composite policy.",Localized trace feedback and diversity preservation can outperform random or monolithic edits in a controlled modular scaffold.,The study does not prove that textual blame is causally correct or that the full method improves every backbone/task under sealed evaluation.,Provides a set-coverage/Pareto interpretation of instance-win diversity and invites causal blame calibration and adaptive-selection correction.,"Local PDF formal composition/objective, Tables 1–2, mutation/archive ablations, protocol, and limitations were checked; no independent rerun was conducted.",skimmed,high
