source_id,title,authors_or_org,year,source_class,publication_status,canonical_url,pdf_path,note_path,accessed,sha256,review_status,license_or_access_notes
wang-2023-voyager,Voyager: An Open-Ended Embodied Agent with Large Language Models,Guanzhi Wang; Yuqi Xie; Yunfan Jiang; Ajay Mandlekar; Chaowei Xiao; Yuke Zhu; Linxi Fan; Anima Anandkumar,2023,academic-publication,TMLR-2023,https://arxiv.org/abs/2305.16291,papers/academic/wang-2023-voyager.pdf,paper-notes/wang-2023-voyager.md,2026-09-04,769a4e33ddeeb73870849232eece49afe882c2d146362e33917ccb432ba0efb8,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2024-autonomous-agent-survey,A Survey on Large Language Model based Autonomous Agents,Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang; Jingsen Zhang; Zhiyuan Chen; Jiakai Tang; Xu Chen; Yankai Lin; Wayne Xin Zhao; Zhewei Wei; Ji-Rong Wen,2024,academic-publication,Frontiers of Computer Science,https://arxiv.org/abs/2308.11432,papers/academic/wang-2024-autonomous-agent-survey.pdf,paper-notes/wang-2024-autonomous-agent-survey.md,2026-09-04,8709507742c260a5a92b4690ffc0459a0ab9af16dc7a5478d253a6e7b57bf23a,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2024-openhands,OpenHands: An Open Platform for AI Software Developers as Generalist Agents,Xingyao Wang; Boxuan Li; Yufan Song; Frank F. Xu; Xiangru Tang; Mingchen Zhuge; Jiayi Pan; Yueqi Song; Bowen Li; Jaskirat Singh; Hoang H. Tran; Fuqiang Li; Ren Ma; Mingzhang Zheng; Bill Qian; Yanjun Shao; Niklas Muennighoff; Yizhe Zhang; Binyuan Hui; Junyang Lin; Robert Brennan; Hao Peng; Heng Ji; Graham Neubig,2024,academic-publication,ICLR-2025,https://arxiv.org/abs/2407.16741,papers/academic/wang-2024-openhands.pdf,paper-notes/wang-2024-openhands.md,2026-09-04,5d802255c4a58104a06147ba736fee09569faf3c26f251e5e9b7eff5d7662c14,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2024-quito-x,QUITO-X: A New Perspective on Context Compression from the Information Bottleneck Theory,Yihang Wang; Xu Huang; Bowen Tian; Yueyang Su; Lei Yu; Huaming Liao; Yixing Fan; Jiafeng Guo; Xueqi Cheng,2024,academic-preprint,preprint,https://arxiv.org/abs/2408.10497,papers/academic/wang-2024-quito-x.pdf,paper-notes/wang-2024-quito-x.md,2026-09-04,822f0d6b4fb3a6d0cffc3886e8126cce21907cf2e23a2bcaeab6e8188cdc2644,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2025-evoagentx,EvoAgentX: An Automated Framework for Evolving Agentic Workflows,Yingxu Wang; Siwei Liu; Jinyuan Fang; Zaiqiao Meng,2025,academic-publication,EMNLP-2025-System-Demo,https://arxiv.org/abs/2507.03616,papers/academic/wang-2025-evoagentx.pdf,paper-notes/wang-2025-evoagentx.md,2026-09-04,900fdc40d65652682699592a4b73f3aca8b08e32f54326beefa07d88378ada47,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2025-scoreflow,ScoreFlow: Mastering LLM Agent Workflows via Score-based Preference Optimization,Yinjie Wang; Ling Yang; Guohao Li; Mengdi Wang; Bryon Aragam,2025,academic-preprint,preprint,https://arxiv.org/abs/2502.04306,papers/academic/wang-2025-scoreflow.pdf,paper-notes/wang-2025-scoreflow.md,2026-09-04,08a9a584ed58b0871992ce3d3707fc94295f62998f63d7aca0da5f54f880fc2d,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2025-statistical-limits,On the Statistical Limits of Self-Improving Agents,Charles L. Wang; Keir Dorchen; Peter Jin,2025,academic-preprint,preprint,https://arxiv.org/abs/2510.04399,papers/academic/wang-2025-statistical-limits.pdf,paper-notes/wang-2025-statistical-limits.md,2026-09-04,4beb5268e1411213179662d4f0139df6ce3558e9015b790e2da2c33f03de4874,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wang-2026-swe-solved-correctly,Are Solved Issues in SWE-bench Really Solved Correctly?,You Wang; Michael Pradel; Zhongxin Liu,2026,academic-publication,ICSE-2026,https://arxiv.org/abs/2503.15223,papers/academic/wang-2026-swe-solved-correctly.pdf,paper-notes/wang-2026-swe-solved-correctly.md,2026-09-04,b2db368d3c9632795c0c719270184b88a5602122a9e5515c51e6acc669af555f,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wei-2026-evo-harness,Evo-Harness: Context-to-Harness Skill Compilation for Self-Evolving Agents,Tianxin Wei; Zhan Shi; Minhua Lin; Bing He; Zewen Liu; Yisi Sang; Yuanchen Bei; Xuying Ning; Jiaru Zou; Ting-Wei Li; Xiao Lin; Yanjun Zhao; Chi Wang; Benoit Dumoulin; Dakuo Wang; Jingrui He; Hanqing Lu,2026,academic-preprint,preprint,https://arxiv.org/abs/2608.15071,papers/academic/wei-2026-evo-harness.pdf,paper-notes/wei-2026-evo-harness.md,2026-09-04,41476396f4eab1517395672cc204db8915ae4f41ed363bfa0915b5f81b4824e5,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
weitzman-1979-optimal-search,Optimal Search for the Best Alternative,Martin L. Weitzman,1979,academic-publication,Econometrica-1979,https://doi.org/10.2307/1910412,papers/academic/weitzman-1979-optimal-search.pdf,paper-notes/weitzman-1979-optimal-search.md,2026-09-04,cdb601370aaba1972afd7677c72b0cec2bb0fbf3b21fd0ac534286b11a4ff518,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wolflein-2025-toolmaker,LLM Agents Making Agent Tools,Georg Wölflein; Dyke Ferber; Daniel Truhn; Ognjen Arandjelović; Jakob Nikolas Kather,2025,academic-publication,ACL-2025-Long,https://arxiv.org/abs/2502.11705,papers/academic/wolflein-2025-toolmaker.pdf,paper-notes/wolflein-2025-toolmaker.md,2026-09-04,ad5422bf08d0db34ff8a5f39ebb3e466614f2f233c132a2d85d6b88a46a13ee6,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wu-2023-autogen,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,Qingyun Wu; Gagan Bansal; Jieyu Zhang; Yiran Wu; Beibin Li; Erkang Zhu; Li Jiang; Xiaoyun Zhang; Shaokun Zhang; Jiale Liu; Ahmed Hassan Awadallah; Ryen W White; Doug Burger; Chi Wang,2023,academic-preprint,preprint,https://arxiv.org/abs/2308.08155,papers/academic/wu-2023-autogen.pdf,paper-notes/wu-2023-autogen.md,2026-09-04,fcf8b1acae6b1bd6f14c92463caa9726828bf998234ba9f10c2411087897c96b,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wu-2024-longmemeval,LongMemEval: Benchmarking Chat Assistants on Long-Term Interactive Memory,Di Wu; Hongwei Wang; Wenhao Yu; Yuwei Zhang; Kai-Wei Chang; Dong Yu,2024,academic-publication,ICLR-2025,https://arxiv.org/abs/2410.10813,papers/academic/wu-2024-longmemeval.pdf,paper-notes/wu-2024-longmemeval.md,2026-09-04,05c5d055201466a241a56e082cdd02d39ad566fa04b3804891983e4e069a3fda,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
wu-2026-harnessdev,HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?,Yuhao Wu; Jingyuan Zhang; Jiajun Shi; Xinping Lei; Qingshui Gu; Yuxuan Zhang; Zexuan Wang; Chen He; Chen Huang; Maojia Song; Zhiyuan Zeng; Shaowen Wang; Jinkai Liu; Yunfeng Shi; Jiaheng Liu; Shen Yan; Wenhao Huang; Ge Zhang; Wenxuan Zhang,2026,academic-preprint,preprint,https://arxiv.org/abs/2609.01437,papers/academic/wu-2026-harnessdev.pdf,paper-notes/wu-2026-harnessdev.md,2026-09-04,1231454f0ae5ccffdb3d031dc8f42eae0cbbaeb61dcd25dddb1855074697dfc0,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
xi-2023-rise-agent-survey,The Rise and Potential of Large Language Model Based Agents: A Survey,Zhiheng Xi; Wenxiang Chen; Xin Guo; Wei He; Yiwen Ding; Boyang Hong; Ming Zhang; Junzhe Wang; Senjie Jin; Enyu Zhou; Rui Zheng; Xiaoran Fan; Xiao Wang; Limao Xiong; Yuhao Zhou; Weiran Wang; Changhao Jiang; Yicheng Zou; Xiangyang Liu; Zhangyue Yin; Shihan Dou; Rongxiang Weng; Wensen Cheng; Qi Zhang; Wenjuan Qin; Yongyan Zheng; Xipeng Qiu; Xuanjing Huang; Tao Gui,2023,academic-preprint,preprint,https://arxiv.org/abs/2309.07864,papers/academic/xi-2023-rise-agent-survey.pdf,paper-notes/xi-2023-rise-agent-survey.md,2026-09-04,5e3b2357ff942e1a0e084ae4af3327011a651cf1f155d108065c70af369e24ac,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
xia-2024-agentless,Agentless: Demystifying LLM-based Software Engineering Agents,Chunqiu Steven Xia; Yinlin Deng; Soren Dunn; Lingming Zhang,2024,academic-publication,FSE-2025,https://arxiv.org/abs/2407.01489,papers/academic/xia-2024-agentless.pdf,paper-notes/xia-2024-agentless.md,2026-09-04,1675c2dcd5ecaef47e8a4356062f60be642cee82e1bbacb044c9d047dce4c856,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
xie-2024-osworld,OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments,Tianbao Xie; Danyang Zhang; Jixuan Chen; Xiaochuan Li; Siheng Zhao; Ruisheng Cao; Toh Jing Hua; Zhoujun Cheng; Dongchan Shin; Fangyu Lei; Yitao Liu; Yiheng Xu; Shuyan Zhou; Silvio Savarese; Caiming Xiong; Victor Zhong; Tao Yu,2024,academic-publication,NeurIPS-2024,https://arxiv.org/abs/2404.07972,papers/academic/xie-2024-osworld.pdf,paper-notes/xie-2024-osworld.md,2026-09-04,d4c6e20dd59467f005561b1e97199f9842fd3b0e9fdd93e66e06ba0ec09edfdb,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
xie-2025-planning-barriers,Revealing the Barriers of Language Agents in Planning,Jian Xie; Kexun Zhang; Jiangjie Chen; Siyu Yuan; Kai Zhang; Yikai Zhang; Lei Li; Yanghua Xiao,2025,academic-publication,NAACL-2025,https://aclanthology.org/2025.naacl-long.93/,papers/academic/xie-2025-planning-barriers.pdf,paper-notes/xie-2025-planning-barriers.md,2026-09-04,4320d496ebf3a01f41e61561d8e47f6b100773415e0c0ec3a4298ba9f4603c20,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
xu-2023-rewoo,ReWOO: Decoupling Reasoning from Observations for Efficient Augmented Language Models,Binfeng Xu; Zhiyuan Peng; Bowen Lei; Subhabrata Mukherjee; Yuchen Liu; Dongkuan Xu,2023,academic-preprint,preprint,https://arxiv.org/abs/2305.18323,papers/academic/xu-2023-rewoo.pdf,paper-notes/xu-2023-rewoo.md,2026-09-04,1847bb42b9efb3a2860ca48edc962ee9c9b7d3e0359887ea596e1b23084de9ff,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
xu-2026-polar,Polar: Agentic RL on Any Harness at Scale,Binfeng Xu; Hao Zhang; Shaokun Zhang; Songyang Han; Mingjie Liu; Jian Hu; Shizhe Diao; Zhenghui Jin; Yunheng Zou; Michael Demoret; Jan Kautz; Yi Dong,2026,academic-preprint,preprint,https://arxiv.org/abs/2605.24220,papers/academic/xu-2026-polar.pdf,paper-notes/xu-2026-polar.md,2026-09-04,a9f5a30f97fe5683444a7b4cd4b038b6dc2ff4eb160c4d523217deb8f610d77e,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yang-2024-agentoccam,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,Ke Yang; Yao Liu; Sapana Chaudhary; Rasool Fakoor; Pratik Chaudhari; George Karypis; Huzefa Rangwala,2024,academic-publication,ICLR-2025,https://arxiv.org/abs/2410.13825,papers/academic/yang-2024-agentoccam.pdf,paper-notes/yang-2024-agentoccam.md,2026-09-04,1917c0df163ea0c8cdd0e50ed8cb5c0b6b8c648f8c4f9943c4a4c6061b5722f4,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yang-2024-swe-agent,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,John Yang; Carlos E. Jimenez; Alexander Wettig; Kilian Lieret; Shunyu Yao; Karthik Narasimhan; Ofir Press,2024,academic-publication,NeurIPS-2024,https://arxiv.org/abs/2405.15793,papers/academic/yang-2024-swe-agent.pdf,paper-notes/yang-2024-swe-agent.md,2026-09-04,d171e0693060b910ceb2cddd0fd4bc7cae302005d42d0d8059bfdbe056c3adba,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yang-2025-revisiting-mad,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,Yongjin Yang; Euiin Yi; Jongwoo Ko; Kimin Lee; Zhijing Jin; Se-Young Yun,2025,academic-preprint,preprint,https://arxiv.org/abs/2505.22960,papers/academic/yang-2025-revisiting-mad.pdf,paper-notes/yang-2025-revisiting-mad.md,2026-09-04,e2c9b426b9527e86494282488a49cef0f1b9ff11a656fab769dfebda587d749d,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yang-2025-swe-smith,SWE-smith: Scaling Data for Software Engineering Agents,John Yang; Kilian Lieret; Carlos E. Jimenez; Alexander Wettig; Kabir Khandpur; Yanzhe Zhang; Binyuan Hui; Ofir Press; Ludwig Schmidt; Diyi Yang,2025,academic-preprint,preprint,https://arxiv.org/abs/2504.21798,papers/academic/yang-2025-swe-smith.pdf,paper-notes/yang-2025-swe-smith.md,2026-09-04,6752df853569104ae2e55cc1bee09dc3f6b335f7eeae300b6e9fee911f3f2897,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yang-2026-evotool,EVOTOOL: Self-Evolving Tool-Use Policy Optimization in LLM Agents via Blame-Aware Mutation and Diversity-Aware Selection,Shuo Yang; Caren Han; Xueqi Ma; Yan Li; Mohammad Reza Ghasemi Madani; Eduard Hovy,2026,academic-publication,ACL-2026-Long,https://aclanthology.org/2026.acl-long.2016/,papers/academic/yang-2026-evotool.pdf,paper-notes/yang-2026-evotool.md,2026-09-04,d978bbe7dff41d9e39daa9118b1495c21057273abaa0b686099c8ad1e04aa724,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yao-2023-react,ReAct: Synergizing Reasoning and Acting in Language Models,Shunyu Yao; Jeffrey Zhao; Dian Yu; Nan Du; Izhak Shafran; Karthik Narasimhan; Yuan Cao,2023,academic-publication,ICLR-2023,https://arxiv.org/abs/2210.03629,papers/academic/yao-2023-react.pdf,paper-notes/yao-2023-react.md,2026-09-04,f285b0971ae4a790e402fb93966bed3adde2cf0a04977d08b2b40d6ab0cace69,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yao-2023-tree-of-thoughts,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,Shunyu Yao; Dian Yu; Jeffrey Zhao; Izhak Shafran; Thomas L. Griffiths; Yuan Cao; Karthik Narasimhan,2023,academic-publication,NeurIPS-2023,https://arxiv.org/abs/2305.10601,papers/academic/yao-2023-tree-of-thoughts.pdf,paper-notes/yao-2023-tree-of-thoughts.md,2026-09-04,79c5237e3f63953a73f2b0d6894327702ee1f7e981450c251bb1b5cb4f8d7b8f,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yao-2024-tau-bench,Tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,Shunyu Yao; Noah Shinn; Pedram Razavi; Karthik Narasimhan,2024,academic-preprint,preprint,https://arxiv.org/abs/2406.12045,papers/academic/yao-2024-tau-bench.pdf,paper-notes/yao-2024-tau-bench.md,2026-09-04,0ce66a1763d698c61bb311c3c874bf593d1e9a5bfff11bb35f6f72b981f6da56,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yao-2026-harness-bench,Harness-Bench: Measuring Harness Effects across Models in Realistic Agent Workflows,Yilun Yao; Xinyu Tan; Chao-Hsuan Liu; Yaoming Li; Zhengyang Wang; Wenhan Yu; Zhewen Tan; Yuxuan Tian; Guangxiang Zhao; Lin Sun; Xiangzheng Zhang; Tong Yang,2026,academic-preprint,preprint,https://arxiv.org/abs/2605.27922,papers/academic/yao-2026-harness-bench.pdf,paper-notes/yao-2026-harness-bench.md,2026-09-04,859570aa22270af5203be6042595cce1add19dcef2976db748550462ceb2709e,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yehudai-2026-agent-evaluation-survey,A Survey on Evaluation of LLM-based Agents,Asaf Yehudai; Lilach Eden; Alan Li; Guy Uziel; Yilun Zhao; Roy Bar-Haim; Arman Cohan; Michal Shmueli-Scheuer,2026,academic-publication,Findings-ACL-2026,https://aclanthology.org/2026.findings-acl.1330/,papers/academic/yehudai-2026-agent-evaluation-survey.pdf,paper-notes/yehudai-2026-agent-evaluation-survey.md,2026-09-04,2c3c80fff5735925378b99528684559e2d47f82e281957dc4b955397186560b1,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yin-2024-godel-agent,Godel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement,Xunjian Yin; Xinyi Wang; Liangming Pan; Li Lin; Xiaojun Wan; William Yang Wang,2024,academic-preprint,preprint,https://arxiv.org/abs/2410.04444,papers/academic/yin-2024-godel-agent.pdf,paper-notes/yin-2024-godel-agent.md,2026-09-04,f3e8e090d16bc53048cf9a2f20557c217ea0d52ea1d33e496f7ee1be07241a95,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yuan-2023-craft,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,Lifan Yuan; Yangyi Chen; Xingyao Wang; Yi R. Fung; Hao Peng; Heng Ji,2023,academic-publication,ICLR-2024,https://arxiv.org/abs/2309.17428,papers/academic/yuan-2023-craft.pdf,paper-notes/yuan-2023-craft.md,2026-09-04,59263fffdc51e21530d9dba1aeeeacefb2b5c4048012a7e385b4f555a362f155,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yuan-2024-evoagent,EvoAgent: Towards Automatic Multi-Agent Generation via Evolutionary Algorithms,Siyu Yuan; Kaitao Song; Jiangjie Chen; Xu Tan; Dongsheng Li; Deqing Yang,2024,academic-publication,NAACL-2025-Long,https://arxiv.org/abs/2406.14228,papers/academic/yuan-2024-evoagent.pdf,paper-notes/yuan-2024-evoagent.md,2026-09-04,2f7d490bf5d56f47e923302c78b07acf61c294c04c4bd0b8eb8f6e71127ca6f4,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yue-2026-workflow-optimization-survey,From Static Templates to Dynamic Runtime Graphs: A Survey of Workflow Optimization for LLM Agents,Ling Yue; Kushal Raj Bhandari; Ching-Yun Ko; Dhaval Patel; Shuxin Lin; Nianjun Zhou; Jianxi Gao; Pin-Yu Chen; Shaowu Pan,2026,academic-preprint,preprint,https://arxiv.org/abs/2603.22386,papers/academic/yue-2026-workflow-optimization-survey.pdf,paper-notes/yue-2026-workflow-optimization-survey.md,2026-09-04,d1cc2287aaa143213bbd11d5ad77a1bb781a7015ed9bb71eceb4b42767a1a5c8,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
yuksekgonul-2024-textgrad,TextGrad: Automatic Differentiation via Text,Mert Yuksekgonul; Federico Bianchi; Joseph Boen; Sheng Liu; Zhi Huang; Carlos Guestrin; James Zou,2024,academic-publication,Nature-2025,https://arxiv.org/abs/2406.07496,papers/academic/yuksekgonul-2024-textgrad.pdf,paper-notes/yuksekgonul-2024-textgrad.md,2026-09-04,9cbfd5c78ad69e2a8363e76d6774f3e6b5e68f46b409d8b560e98276a985b428,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zelikman-2024-stop,Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation,Eric Zelikman; Eliana Lorch; Lester Mackey; Adam Tauman Kalai,2024,academic-publication,COLM-2024,https://arxiv.org/abs/2310.02304,papers/academic/zelikman-2024-stop.pdf,paper-notes/zelikman-2024-stop.md,2026-09-04,f1eb66d65763d84367fd380625cf86d66b5dd8e319c46259e7d0aabba9b608e2,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhan-2024-injecagent,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Qiusi Zhan; Zhixiang Liang; Zifan Ying; Daniel Kang,2024,academic-publication,ACL-2024,https://arxiv.org/abs/2403.02691,papers/academic/zhan-2024-injecagent.pdf,paper-notes/zhan-2024-injecagent.md,2026-09-04,49e6e6a4a00c797a772ef905a154c0839426655027d5fa0ce6b632e6c1db2bfb,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2024-aflow,AFlow: Automating Agentic Workflow Generation,Jiayi Zhang; Jinyu Xiang; Zhaoyang Yu; Fengwei Teng; Xionghui Chen; Jiaqi Chen; Mingchen Zhuge; Xin Cheng; Sirui Hong; Jinlin Wang; Bingnan Zheng; Bang Liu; Yuyu Luo; Chenglin Wu,2024,academic-publication,ICLR-2025-Oral,https://arxiv.org/abs/2410.10762,papers/academic/zhang-2024-aflow.pdf,paper-notes/zhang-2024-aflow.md,2026-09-04,9be15f695f11dd5bc634c1c026bd2270eff3d3c4a53c4d9b51c012b7bd03d521,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2024-agentoptimizer,Offline Training of Language Model Agents with Functions as Learnable Weights,Shaokun Zhang; Jieyu Zhang; Jiale Liu; Linxin Song; Chi Wang; Ranjay Krishna; Qingyun Wu,2024,academic-publication,ICML-2024,https://arxiv.org/abs/2402.11359,papers/academic/zhang-2024-agentoptimizer.pdf,paper-notes/zhang-2024-agentoptimizer.md,2026-09-04,3201906f4a3de7ea2b10cf3972210cb6a3c7038defce13e74580609cd7a63d2c,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2025-ace,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Qizheng Zhang; Changran Hu; Shubhangi Upasani; Boyuan Ma; Fenglu Hong; Vamsidhar Kamanuru; Jay Rainton; Chen Wu; Mengmeng Ji; Hanchen Li; Urmish Thakker; James Zou; Kunle Olukotun,2025,academic-preprint,preprint,https://arxiv.org/abs/2510.04618,papers/academic/zhang-2025-ace.pdf,paper-notes/zhang-2025-ace.md,2026-09-04,51050ced82df75c143b151262d5af8763916968ca50374bd8ff778f40552b0ad,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2025-darwin-godel-machine,Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents,Jenny Zhang; Shengran Hu; Cong Lu; Robert Lange; Jeff Clune,2025,academic-preprint,preprint,https://arxiv.org/abs/2505.22954,papers/academic/zhang-2025-darwin-godel-machine.pdf,paper-notes/zhang-2025-darwin-godel-machine.md,2026-09-04,13ff4abe0c7ad4a7dd3b4876d19a8bf940e39e70dabbf06065aa774a6c3457de,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2025-maas,Multi-agent Architecture Search via Agentic Supernet,Guibin Zhang; Luyang Niu; Junfeng Fang; Kun Wang; Lei Bai; Xiang Wang,2025,academic-preprint,preprint,https://arxiv.org/abs/2502.04180,papers/academic/zhang-2025-maas.pdf,paper-notes/zhang-2025-maas.md,2026-09-04,1f7a580667049d3f7ac879c9ef9b3d206e22ae5f52ee18ab1b52fe0b312bc0b0,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2025-swarmagentic,SwarmAgentic: Towards Fully Automated Agentic System Generation via Swarm Intelligence,Yao Zhang; Chenyang Lin; Shijie Tang; Haokun Chen; Shijie Zhou; Yunpu Ma; Volker Tresp,2025,academic-publication,EMNLP-2025,https://arxiv.org/abs/2506.15672,papers/academic/zhang-2025-swarmagentic.pdf,paper-notes/zhang-2025-swarmagentic.md,2026-09-04,36176bc6ba8b7d8780bec5a8be4f3a6f48607e1d28a64e5cf731019379861f7d,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2026-jit-agent,JIT-Agent: Scaling Harness Intelligence via Just-in-Time Harness Evolution,Guibin Zhang; Leo Lu; Fangzhou Xie; Kang Zhu; Junhao Wang; Zhifei Xie; Zhaochen Yu; Zihang Liu; Zhongxiang Sun; Qiankun Li; Yue Liao; Heng Chang; Xiaobin Hu; Qibing Ren; Wangchunshu Zhou; Chuanrui Hu; Yafeng Deng; Shuicheng Yan,2026,academic-preprint,preprint,https://arxiv.org/abs/2608.25593,papers/academic/zhang-2026-jit-agent.pdf,paper-notes/zhang-2026-jit-agent.md,2026-09-04,5654012b4723f128c26908e0cce6a8c7afd58fe4a69c6688a9a88094bcfe9ebc,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2026-self-harness,Self-Harness: Harnesses That Improve Themselves,Hangfan Zhang; Shao Zhang; Kangcong Li; Chen Zhang; Yang Chen; Yiqun Zhang; Lei Bai; Shuyue Hu,2026,academic-preprint,preprint,https://arxiv.org/abs/2606.09498,papers/academic/zhang-2026-self-harness.pdf,paper-notes/zhang-2026-self-harness.md,2026-09-04,eb38452b5d357499ff3a2f7aa8bd7b8c1c1409dbafadaff3624071b2f7b1b302,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhang-2026-stop-comparing,Stop Comparing LLM Agents Without Disclosing the Harness,Yunbei Zhang; Janet Wang; Yingqiang Ge; Weijie Xu; Jihun Hamm; Chandan K. Reddy,2026,academic-publication,OpenReview-2026,https://arxiv.org/abs/2605.23950,papers/academic/zhang-2026-stop-comparing.pdf,paper-notes/zhang-2026-stop-comparing.md,2026-09-04,4b7b9b46dc076753ad9cfc51f2741d3828cdb1e2fc8848c4dcaa49836f4072dc,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
zhao-2023-expel,ExpeL: LLM Agents Are Experiential Learners,Andrew Zhao; Daniel Huang; Quentin Xu; Matthieu Lin; Yong-Jin Liu; Gao Huang,2023,academic-publication,AAAI-2024,https://arxiv.org/abs/2308.10144,papers/academic/zhao-2023-expel.pdf,paper-notes/zhao-2023-expel.md,2026-09-04,01e533d81fb4a5f91797c073a9b1929acbaa64da45a592b26563ca7d135024f3,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
